epoch_ns	p99_us
1787124907024427370	21282815
1787124907107532844	21250047
1787124907208992686	24788991
1787124907311660924	23969791
1787124907396182535	21544959
1787124907477958942	21544959
1787124907579473678	20070399
1787124907662233551	18235391
1787124907763882971	19972095
1787124907887655207	18268159
1787124907948406649	24264703
1787124908074838053	19726335
1787124908155880613	19152895
1787124908236934997	18350079
1787124908340337764	21708799
1787124908403938779	16695295
1787124908505160138	21594111
1787124908728240629	24510463
1787124908831531107	18497535
1787124908912532289	24575999
1787124909013930878	19955711
1787124909116909865	17170431
1787124909179696104	19742719
1787124909302786392	17235967
1787124909404545312	21839871
1787124909485516336	19742719
1787124909587118880	21774335
1787124909668162893	19955711
1787124909770937647	19513343
1787124909833770118	19496959
1787124909935780368	18628607
1787124910018557922	19611647
1787124910124701993	24199167
1787124910208488400	19611647
1787124910312077500	18644991
1787124910372782419	24051711
1787124910496669122	17301503
1787124910599686340	19775487
1787124910686506512	17072127
1787124910791512593	19021823
1787124910875565810	21725183
1787124910957741267	21528575
1787124911081073231	19611647
1787124911167535178	21741567
1787124911271383463	21544959
1787124911357477349	21610495
1787124911445570428	19267583
1787124911551524967	24018943
1787124911616510892	17448959
1787124911741551829	19791871
1787124911802685131	19857407
1787124911907044788	19513343
1787124912011509345	17154047
1787124912115193878	21643263
1787124912225195233	17907711
1787124912329766531	20185087
1787124912436842214	19955711
1787124912520549825	21905407
1787124912645881592	19185663
1787124912790298640	22102015
1787124912896273103	20054015
1787124912980564727	18530303
1787124913081973162	20283391
1787124913205564363	24887295
1787124913327556285	19431423
1787124913430530409	20545535
1787124913555539560	19038207
1787124913616302222	20774911
1787124913737763083	19202047
1787124913781534053	22593535
1787124913903487409	19333119
1787124913984601058	20856831
1787124914126867554	22626303
1787124914187887248	25346047
1787124914471183114	22888447
1787124914554080556	16891903
1787124914637938308	22659071
1787124914759872546	20496383
1787124914882208586	18022399
1787124914943556550	22708223
1787124915045757087	17956863
1787124915126716753	19660799
1787124915228948094	20611071
1787124915332166733	20742143
1787124915413781056	19726335
1787124915514963152	23166975
1787124915640452858	25788415
1787124915723131602	19857407
1787124915847786340	23085055
1787124915930293485	25870335
1787124916032906657	20774911
1787124916116567325	23248895
1787124916239395218	17891327
1787124916342016507	19595263
1787124916428629452	26132479
1787124916490027058	19300351
1787124916592019387	21135359
1787124916695045967	22462463
1787124916777279598	19316735
1787124916880079753	21282815
1787124916982661784	22708223
1787124917085989041	21266431
1787124917168776172	19939327
1787124917273540939	23068671
1787124917357499335	21233663
1787124917459227372	19988479
1787124917560685412	21446655
1787124917685545659	21610495
1787124917788568748	22937599
1787124917892344508	23068671
1787124917977529186	18251775
1787124918081568391	23216127
1787124918164565695	23216127
1787124918271564105	23281663
1787124918356489912	20021247
1787124918462828416	21659647
1787124918570003523	21790719
1787124918635577016	23298047
1787124918762547401	21807103
1787124918889034249	19365887
1787124918974209745	19972095
1787124919082282789	23396351
1787124919183526483	21839871
1787124919289566155	20086783
1787124919372898630	21790719
1787124919484589441	21839871
1787124919569764312	20299775
1787124919673751798	18644991
1787124919976446496	26591231
1787124920080759810	21987327
1787124920187597153	18939903
1787124920269566574	21708799
1787124920353442263	24035327
1787124920457965197	16719871
1787124920560635373	24150015
1787124920664174236	17088511
1787124920767792926	24199167
1787124920829566938	22020095
1787124920914652163	22069247
1787124921058986257	21397503
1787124921143792280	21577727
1787124921245008094	21413887
1787124921369152943	22036479
1787124921432572786	24510463
1787124921553992813	19693567
1787124921637731479	22216703
1787124921759880276	22282239
1787124921864144688	24821759
1787124921965724275	21217279
1787124922049776811	19808255
1787124922152330870	24723455
1787124922275564663	21102591
1787124922358756507	21725183
1787124922480171186	24035327
1787124922540900167	21364735
1787124922665960381	24166399
1787124922726735449	20398079
1787124922848217807	21774335
1787124922930950998	21774335
1787124923033762544	24231935
1787124923177579770	21561343
1787124923359982692	24395775
1787124923461635911	22052863
1787124923543960675	21594111
1787124923645779325	20676607
1787124923727527945	24707071
1787124923810738949	24756223
1787124923933698344	22183935
1787124924016424442	18186239
1787124924120005381	24952831
1787124924203565138	22380543
1787124924324995796	24870911
1787124924386092198	21676031
1787124924489531543	21626879
1787124924590728171	22446079
1787124924692545125	25133055
1787124924754138699	19955711
1787124924936807029	25182207
1787124925059172770	28508159
1787124925121959630	19922943
1787124925227568794	25214975
1787124925335551255	25231359
1787124925396605071	21905407
1787124925765050088	20398079
1787124925870197910	22282239
1787124925960559552	25608191
1787124926055970467	21921791
1787124926142567548	18219007
1787124926230991991	25542655
1787124926362971092	23396351
1787124926466860624	22183935
1787124926574136586	22052863
1787124926677584510	23478271
1787124926763645416	22167551
1787124926890992520	29048831
1787124926994475759	23724031
1787124927098268548	25952255
1787124927224481086	26001407
1787124927285920574	29179903
1787124927451054815	25673727
1787124927533143349	23822335
1787124927636529160	23674879
1787124927737678149	22691839
1787124927838962580	23838719
1787124927899766379	25837567
1787124928084539366	25313279
1787124928167016297	23543807
1787124928230168412	25247743
1787124928353348998	23642111
1787124928454624474	25329663
1787124928556712994	21315583
1787124928618259795	25362431
1787124928741615126	20348927
1787124928834043523	21495807
1787124928938600186	25591807
1787124929024812501	21250047
1787124929108033727	25575423
1787124929194524794	23756799
1787124929317008879	19267583
1787124929399162770	23592959
1787124929503272920	23576575
1787124929627031150	21790719
1787124929707904780	25821183
1787124929770544371	25640959
1787124929891715752	22937599
1787124929996519372	23937023
1787124930099177901	25755647
1787124930202037861	24051711
1787124930306696216	23134207
1787124930428489330	25559039
1787124930509855160	23134207
1787124930673523135	24477695
1787124930734871705	22298623
1787124930878242430	23412735
1787124930963172219	25952255
1787124931023822348	23281663
1787124931410184585	23560191
1787124931516580044	22659071
1787124931597485345	26509311
1787124931698535511	23789567
1787124931781499670	22413311
1787124931864673918	30801919
1787124931966514224	24920063
1787124932068213967	25051135
1787124932150898660	30097407
1787124932253675502	25198591
1787124932376529839	29982719
1787124932479505398	23674879
1787124932563498328	19578879
1787124932673606241	26984447
1787124932779136928	20791295
1787124932885755482	25575423
1787124932999519950	26656767
1787124933102079121	25739263
1787124933185074814	26820607
1787124933334138008	23003135
1787124933435925291	26771455
1787124933539533830	22921215
1787124933602668948	26755071
1787124933750544103	22790143
1787124933836776884	26918911
1787124933949509097	21069823
1787124934014610732	22921215
1787124934137841889	29999103
1787124934260075278	22691839
1787124934342494374	30179327
1787124934445220023	26820607
1787124934528592018	26378239
1787124934650711705	26427391
1787124934735010729	29966335
1787124934819631332	20856831
1787124934947494678	23117823
1787124935068768848	26787839
1787124935150531411	26230783
1787124935233008714	26312703
1787124935376753838	26345471
1787124935481204865	26476543
1787124935562117988	21233663
1787124935644640564	26689535
1787124935790767012	26591231
1787124935892541275	26656767
1787124936054557136	26771455
1787124936158508601	19906559
1787124936239520410	26869759
1787124936341926899	23478271
1787124936443125129	23789567
1787124936524065699	26673151
1787124936626542641	27131903
1787124936688331195	21397503
1787124937013642781	27213823
1787124937096882328	24281087
1787124937199092833	23543807
1787124937300897862	27197439
1787124937404940713	27475967
1787124937488032613	21970943
1787124937589226623	27639807
1787124937750711564	27705343
1787124937873574532	27754495
1787124937955558863	27754495
1787124938037347425	27820031
1787124938139980345	24772607
1787124938241168965	27623423
1787124938301909353	27820031
1787124938423894611	24739839
1787124938506486171	24641535
1787124938588946543	27901951
1787124938752510942	31358975
1787124938833452421	24559615
1787124938936951906	24559615
1787124939018731458	28000255
1787124939099766553	24592383
1787124939263997796	28065791
1787124939304516595	24805375
1787124939749099300	31752191
1787124939811086783	28393471
1787124939958846353	28147711
1787124940062797883	28475391
1787124940145918356	28164095
1787124940230484356	27607039
1787124940333977615	28065791
1787124940419768339	24739839
1787124940500902553	25755647
1787124940627430825	24772607
1787124940709315153	28164095
1787124940836550764	25903103
1787124940917538170	27934719
1787124941023214182	28213247
1787124941141787868	25821183
1787124941205469922	28049407
1787124941289555234	27951103
1787124941413987704	24772607
1787124941477561145	28033023
1787124941603575351	28098559
1787124941687334385	24805375
1787124941768322695	28213247
1787124941895651366	28213247
1787124941998955730	26312703
1787124942079938183	28475391
1787124942181835230	28393471
1787124942262789495	21528575
1787124942547183196	33095679
1787124942669964751	26804223
1787124942771125837	27951103
1787124942872981942	26951679
1787124942976204001	25149439
1787124943079965525	27967487
1787124943183003358	29147135
1787124943263988559	19628031
1787124943366522790	28114943
1787124943490686270	33505279
1787124943613505505	28114943
1787124943674171691	26525695
1787124943815667367	28196863
1787124943896515526	26427391
1787124943998507620	29130751
1787124944100057477	29278207
1787124944203518689	24543231
1787124944284471412	29294591
1787124944365528316	29294591
1787124944487879225	33619967
1787124944528556377	25821183
1787124944631460961	23953407
1787124944733932943	33456127
1787124944836317659	26820607
1787124944938651192	28508159
1787124945039864195	28590079
1787124945142538595	29278207
1787124945245860208	26263551
1787124945348943525	29179903
1787124945434930350	27082751
1787124945536954980	26984447
1787124945619893044	28327935
1787124945762905383	28966911
1787124945844572586	28704767
1787124945907940865	27148287
1787124946049925560	27115519
1787124946130759000	34275327
1787124946191449550	28803071
1787124946313910228	28721151
1787124946435180156	28704767
1787124946537033965	29048831
1787124946617910335	28557311
1787124946719153359	27410431
1787124946823688766	29229055
1787124946926105924	28426239
1787124947050887730	27164671
1787124947115876215	28409855
1787124947223681490	28377087
1787124947306017926	29278207
1787124947407396815	27181055
1787124947493453948	28295167
1787124947615313905	25296895
1787124947698632702	29343743
1787124947822823178	29229055
1787124947907868871	27164671
1787124948173510178	28360703
1787124948279511890	28573695
1787124948341913115	29245439
1787124948504319279	28999679
1787124948605419936	27705343
1787124948711646326	28966911
1787124948774527447	26853375
1787124948876902670	28835839
1787124948937516067	26345471
1787124949079516914	28983295
1787124949161486344	29032447
1787124949266100522	29016063
1787124949368124040	28901375
1787124949509856709	29048831
1787124949592290254	26951679
1787124949717867693	29016063
1787124949820582435	29114367
1787124949902279013	25935871
1787124950024276280	27623423
1787124950107893653	29294591
1787124950229160512	27295743
1787124950330263502	28590079
1787124950411921665	28393471
1787124950556140260	24379391
1787124950638753062	28360703
1787124950741286181	27656191
1787124950843399755	28229631
1787124950924910615	36667391
1787124951007173218	25870335
1787124951150551479	36700159
1787124951231533480	28688383
1787124951314735806	28884991
1787124951418974614	28213247
1787124951503664056	29048831
1787124951667773692	28491775
1787124951728435220	28934143
1787124951870564279	28540927
1787124952013732633	29130751
1787124952094671016	27803647
1787124952197612858	29392895
1787124952258863854	28491775
1787124952380795916	28803071
1787124952482566624	29360127
1787124952604970297	36995071
1787124952708146330	27951103
1787124952769533273	29589503
1787124952893313325	28278783
1787124952994576721	29655039
1787124953076184269	28819455
1787124953179792005	28377087
1787124953260751433	29671423
1787124953362660711	28852223
1787124953505812991	28557311
1787124953656650713	37027839
1787124953881772249	29966335
1787124953968774696	30064639
1787124954076752898	30097407
1787124954167025934	30212095
1787124954272750491	30294015
1787124954361287319	28360703
1787124954465611461	29114367
1787124954611528582	37322751
1787124954719970872	26509311
1787124954784031588	28393471
1787124954892033850	30670847
1787124954997010405	30474239
1787124955104580336	28606463
1787124955212644776	30490623
1787124955296837081	29016063
1787124955381813965	29097983
1787124955482933982	30556159
1787124955587192516	28950527
1787124955688485884	28884991
1787124955794377912	26640383
1787124955936001428	29114367
1787124955998524368	30752767
1787124956079546410	30834687
1787124956242718049	29196287
1787124956344897142	29245439
1787124956446730372	29097983
1787124956528501326	27131903
1787124956610767419	29212671
1787124956734727022	31211519
1787124956838209684	27148287
1787124956921989847	29589503
1787124957023522975	26312703
1787124957105720206	29818879
1787124957228311497	37978111
1787124957311779192	29999103
1787124957393202988	27557887
1787124957495350586	29392895
1787124957599044441	26394623
1787124957680425170	31735807
1787124957761756991	29376511
1787124957844181707	29753343
1787124957947506799	29392895
1787124958050012617	31752191
1787124958152547222	21676031
1787124958233781663	31752191
1787124958336723467	31490047
1787124958439958386	22102015
1787124958543943629	31473663
1787124958647582415	29868031
1787124958709146389	27164671
1787124958831558364	38174719
1787124958892550705	29491199
1787124959016250237	38371327
1787124959121021350	29638655
1787124959181745072	29753343
1787124959525964241	29753343
1787124959627198836	30605311
1787124959709469456	27000831
1787124959791653583	29687807
1787124959914651887	30769151
1787124959995744673	30834687
1787124960078527317	37584895
1787124960181970017	27131903
1787124960284316086	29917183
1787124960366000180	27213823
1787124960509340433	31014911
1787124960590334043	30162943
1787124960733807037	30818303
1787124960820547723	30965759
1787124960926590650	27623423
1787124961010300390	37945343
1787124961091453407	31096831
1787124961198521861	30310399
1787124961283769850	31211519
1787124961406551029	30294015
1787124961470654148	27410431
1787124961613239002	37945343
1787124961717079755	30523391
1787124961801137296	31080447
1787124961906241014	28082175
1787124961992494411	30785535
1787124962078539776	30392319
1787124962182544610	31064063
1787124962290515037	30916607
1787124962374539678	30834687
1787124962477168015	27426815
1787124962580516261	31129599
1787124962662834612	28000255
1787124962786916864	31145983
1787124962890607530	31014911
1787124963015077267	30916607
1787124963099550458	30670847
1787124963202493474	28262399
1787124963304853392	30638079
1787124963406741019	30752767
1787124963467476489	30719999
1787124963590000687	30834687
1787124963691015197	28655615
1787124963793779839	31227903
1787124963895516979	28442623
1787124963998692450	31326207
1787124964100530144	30932991
1787124964204519518	28164095
1787124964266927252	28819455
1787124964410136573	38993919
1787124964492034133	28688383
1787124964594694611	31424511
1787124964716505667	31571967
1787124964797367813	30818303
1787124964879868200	30687231
1787124964985840279	31719423
1787124965148529393	31866879
1787124965249831219	31997951
1787124965351464522	28737535
1787124965452502302	38731775
1787124965534340516	31031295
1787124965637226260	27590655
1787124965738255105	32243711
1787124965839300778	30523391
1787124965922853065	30932991
1787124966026227396	32505855
1787124966150676530	30638079
1787124966251709238	28000255
1787124966332539313	39190527
1787124966434284667	28082175
1787124966537088509	32227327
1787124966619725302	30638079
1787124966720709040	30736383
1787124966801540863	32194559
1787124966904236403	32079871
1787124967006191939	30654463
1787124967169746183	32178175
1787124967230337648	30818303
1787124967353353094	30883839
1787124967496705767	38633471
1787124967619811091	28000255
1787124967680467144	31031295
1787124967805525585	32456703
1787124967907843072	31047679
1787124967988675033	32047103
1787124968091951075	32030719
1787124968219212586	28508159
1787124968302703309	32112639
1787124968448599932	30867455
1787124968570853918	32227327
1787124968631480059	32260095
1787124968796483025	30703615
1787124968867301158	27426815
1787124968994637730	31047679
1787124969121472390	30736383
1787124969182075152	38993919
1787124969305578131	32309247
1787124969409262892	26935295
1787124969490045131	32374783
1787124969591266161	28246015
1787124969692225758	31260671
1787124969793684992	32423935
1787124969857959403	32227327
1787124969979495331	30425087
1787124970080639916	31195135
1787124970185520715	31293439
1787124970292524091	28147711
1787124970374009961	31326207
1787124970717281440	28573695
1787124970822521489	30834687
1787124970903425535	28655615
1787124971004785446	32194559
1787124971111546700	31735807
1787124971213071143	31834111
1787124971294140267	31768575
1787124971395550506	31604735
1787124971497536219	31260671
1787124971560687011	31637503
1787124971702904700	28901375
1787124971784758876	31457279
1787124971866181659	31883263
1787124971948133826	31883263
1787124972050254816	29032447
1787124972173641080	39550975
1787124972255887635	32194559
1787124972357278730	27688959
1787124972438493788	31981567
1787124972560658082	32423935
1787124972646539057	32129023
1787124972788544286	31965183
1787124972869534030	27852799
1787124972953569522	32063487
1787124973074917454	31932415
1787124973156112608	32014335
1787124973258467933	32948223
1787124973360534362	31571967
1787124973461902625	33030143
1787124973566109144	32964607
1787124973687831401	32292863
1787124973768705667	32325631
1787124973852073041	28950527
1787124973974885115	33292287
1787124974078461167	29065215
1787124974159279648	32636927
1787124974266769479	33374207
1787124974367841400	32669695
1787124974468881722	32129023
1787124974590097343	32063487
1787124974691266333	32522239
1787124974772857698	32112639
1787124974894336903	32555007
1787124974976250473	32063487
1787124975097462505	33882111
1787124975201534701	29196287
1787124975282430534	32325631
1787124975384873176	34144255
1787124975488310617	32292863
1787124975551885207	32309247
1787124975676044840	32063487
1787124975759870109	28950527
1787124975864541943	41156607
1787124975968887712	28803071
1787124976031549171	29278207
1787124976357209457	32112639
1787124976462844150	34668543
1787124976564063422	34668543
1787124976650561267	34766847
1787124976757684408	29507583
1787124976863871013	29573119
1787124976945988102	34963455
1787124977032313924	29540351
1787124977156029249	35160063
1787124977239926095	29065215
1787124977321937822	35160063
1787124977404876192	29114367
1787124977567703249	35160063
1787124977648769837	32833535
1787124977751544597	35323903
1787124977834572904	31555583
1787124977942766152	35127295
1787124978046561090	29736959
1787124978108843271	41549823
1787124978210066483	31735807
1787124978335078461	29687807
1787124978436246455	35520511
1787124978518822023	29786111
1787124978600826817	35553279
1787124978703708115	32047103
1787124978785760772	33226751
1787124978887009937	32260095
1787124978969044798	35782655
1787124979112516434	32178175
1787124979201528833	35880959
1787124979302811115	32391167
1787124979383743191	32423935
1787124979545987594	33652735
1787124979648028004	33652735
1787124979734933287	30064639
1787124979817200172	36470783
1787124979919531733	41582591
1787124980020778763	30081023
1787124980142699379	36470783
1787124980264493695	36536319
1787124980368012252	36536319
1787124980470049271	36405247
1787124980531955836	29507583
1787124980634314397	36536319
1787124980735503305	32931839
1787124980819439640	34013183
1787124980900586629	33980415
1787124981001893316	36765695
1787124981105553884	30801919
1787124981168752205	36765695
1787124981352140541	41910271
1787124981412823921	34275327
1787124981635136858	34406399
1787124981717739472	37126143
1787124981801799220	34275327
1787124981903255155	33177599
1787124982005038165	37060607
1787124982109231477	34537471
1787124982190731028	33226751
1787124982292637049	34504703
1787124982377652541	36995071
1787124982504561708	30277631
1787124982647009715	37126143
1787124982751008920	36896767
1787124982859757646	29851647
1787124982966550760	30654463
1787124983050437687	37060607
1787124983161549271	30048255
1787124983277566298	37289983
1787124983362760317	37191679
1787124983446487948	30326783
1787124983551165245	33079295
1787124983656168949	30490623
1787124983760345751	33292287
1787124983846323024	37519359
1787124983929836029	37519359
1787124984074572021	35160063
1787124984157500711	31047679
1787124984262214205	37584895
1787124984344673778	31162367
1787124984447287569	35258367
1787124984549546740	35258367
1787124984631496909	35291135
1787124984752701494	43319295
1787124984855947261	35454975
1787124984978960576	33406975
1787124985039675747	35061759
1787124985202070858	37257215
1787124985365526496	33718271
1787124985468337318	37421055
1787124985549789921	35127295
1787124985610382900	43319295
1787124985771742014	33685503
1787124985893973628	37683199
1787124985975654290	33751039
1787124986056518308	37814271
1787124986139751675	33816575
1787124986261061530	34701311
1787124986345493310	34832383
1787124986466691311	30867455
1787124986569512726	34013183
1787124986673705808	38076415
1787124986756655406	31506431
1787124986939713122	34242559
1787124986980211793	34832383
1787124987262957832	43450367
1787124987364325876	34209791
1787124987446015227	31113215
1787124987550139339	35061759
1787124987631151957	38535167
1787124987734494272	35192831
1787124987835665364	35258367
1787124987937756649	43745279
1787124988061654401	31162367
1787124988124782345	34635775
1787124988247574746	38535167
1787124988309017594	31326207
1787124988391306635	34701311
1787124988494187633	31653887
1787124988595432308	43646975
1787124988677956661	30687231
1787124988799754289	43515903
1787124988881252310	34373631
1787124988984708502	34439167
1787124989106730789	38797311
1787124989210521247	34930687
1787124989313155336	38764543
1787124989376225141	35061759
1787124989500335245	34930687
1787124989581167895	34668543
1787124989706730609	38797311
1787124989771446242	38862847
1787124989853512502	35160063
1787124989976537187	43614207
1787124990102706505	32292863
1787124990188058884	38895615
1787124990292539353	38830079
1787124990355803391	35520511
1787124990480575737	35422207
1787124990565649656	29130751
1787124990647679500	38895615
1787124990753814584	35291135
1787124990837778885	38928383
1787124990939698786	43745279
1787124991042674883	31375359
1787124991167568684	43778047
1787124991231118638	32342015
1787124991334679450	35389439
1787124991439507746	39223295
1787124991540784008	35422207
1787124991646989352	35389439
1787124991732974675	35553279
1787124991837739687	39354367
1787124991959155992	32702463
1787124992042247968	39485439
1787124992105107369	39485439
1787124992228755761	35028991
1787124992331669429	39190527
1787124992392422160	35356671
1787124992534773655	38830079
1787124992637743678	38567935
1787124992740973675	35028991
1787124992886487446	35422207
1787124992967525420	32161791
1787124993070406982	38502399
1787124993131750714	38567935
1787124993233262822	38600703
1787124993334809070	45055999
1787124993421557285	35028991
1787124993523480482	35749887
1787124993625415643	38862847
1787124993727795888	32260095
1787124993788642909	30687231
1787124993911204100	35258367
1787124994012492847	35979263
1787124994135553856	35127295
1787124994238695031	45383679
1787124994319723168	36110335
1787124994441995648	36175871
1787124994565845351	39321599
1787124994647757189	45416447
1787124994769959525	39256063
1787124994852185175	33013759
1787124994953405613	35946495
1787124995118909410	33210367
1787124995240420535	45547519
1787124995326979348	35815423
1787124995428131477	35749887
1787124995509245633	35749887
1787124995631770919	39878655
1787124995672527475	35880959
1787124995796567100	35651583
1787124995898216341	32669695
1787124995979296919	33783807
1787124996060660361	32751615
1787124996184556358	36503551
1787124996285953427	32686079
1787124996408219606	35389439
1787124996514010381	45809663
1787124996616433515	34045951
1787124996719545891	36601855
1787124996800601000	40370175
1787124996884217034	45744127
1787124996988094168	45187071
1787124997091239504	35586047
1787124997195646569	44924927
1787124997256439128	40402943
1787124997381517226	37027839
1787124997464974301	37093375
1787124997627768435	33177599
1787124997711315308	35913727
1787124997814433215	37322751
1787124997918703801	34439167
1787124998021395994	37257215
1787124998324852235	37322751
1787124998409347216	37650431
1787124998513894773	33472511
1787124998616393216	40927231
1787124998718040326	34439167
1787124998821120374	37879807
1787124998881879600	34570239
1787124999005077527	41058303
1787124999107402494	36863999
1787124999209882033	41189375
1787124999291610242	34701311
1787124999395113600	40992767
1787124999475977724	40992767
1787124999597923940	41058303
1787124999699748999	34996223
1787124999781691843	41156607
1787124999864026725	40632319
1787124999966678231	36863999
1787125000149332876	40730623
1787125000251525314	40763391
1787125000333531134	37158911
1787125000395614552	40894463
1787125000539670572	35422207
1787125000641893448	38371327
1787125000724229287	37289983
1787125000825319635	37421055
1787125000906221513	32800767
1787125000988514468	40730623
1787125001091108713	40534015
1787125001273995622	37617663
1787125001337400051	40763391
1787125001500264929	37683199
1787125001601591677	39157759
1787125001705438396	37683199
1787125001787080251	37715967
1787125001868127896	41091071
1787125001972739273	41058303
1787125002073996788	34603007
1787125002196238287	47349759
1787125002302562494	38993919
1787125002385549898	38928383
1787125002487043526	47546367
1787125002588279444	41451519
1787125002669768630	34865151
1787125002812004327	47480831
1787125002914057252	35356671
1787125002995812742	40828927
1787125003079242574	39157759
1787125003201543962	39092223
1787125003282767798	47808511
1787125003364317520	40271871
1787125003468558455	38600703
1787125003634749021	47775743
1787125003695957790	37388287
1787125003920634735	38666239
1787125004006634608	38141951
1787125004108518505	38174719
1787125004217102637	40861695
1787125004302975486	32686079
1787125004409255645	41025535
1787125004495644734	32882687
1787125004601097863	36470783
1787125004683508686	38076415
1787125004790153146	37912575
1787125004894915019	41353215
1787125004983794663	33980415
1787125005087461254	41418751
1787125005186003999	41451519
1787125005270556014	38338559
1787125005331306234	41582591
1787125005476332477	36372479
1787125005557421777	32342015
1787125005619676682	41648127
1787125005765195003	38895615
1787125005870473779	35651583
1787125005974795919	41615359
1787125006057959765	48693247
1787125006162720261	38273023
1787125006289549240	48463871
1787125006374815856	38338559
1787125006458090999	39059455
1787125006542745254	39026687
1787125006646137920	38862847
1787125006727204631	36470783
1787125006828572754	36503551
1787125006930585108	41975807
1787125007033464871	34439167
1787125007094331150	39059455
1787125007197452056	39026687
1787125007279794411	42205183
1787125007384465050	31752191
1787125007466987798	42270719
1787125007549588800	35618815
1787125007671080836	38928383
1787125007772209137	42270719
1787125007877553197	35422207
1787125007959228281	38764543
1787125008061000107	48955391
1787125008162245700	39092223
1787125008243306736	42172415
1787125008344541402	34897919
1787125008447089940	38895615
1787125008530667567	38928383
1787125008634695385	39092223
1787125008735706892	42369023
1787125008817656429	48758783
1787125008938899763	42434559
1787125009020550070	42565631
1787125009183259834	39288831
1787125009266526439	42500095
1787125009368517040	39387135
1787125009552546860	38371327
1787125009653650342	39354367
1787125009754653817	38305791
1787125009855677859	43024383
1787125009957989713	39288831
1787125010019094979	39256063
1787125010121857952	42926079
1787125010223181040	38961151
1787125010326252007	42729471
1787125010407077830	42598399
1787125010509348571	36634623
1787125010590814462	42795007
1787125010713469983	34340863
1787125010796219264	38174719
1787125010897307773	39354367
1787125010999129809	36012031
1787125011080509696	38338559
1787125011181664394	39518207
1787125011242911899	39550975
1787125011384261616	39419903
1787125011485307592	41877503
1787125011588509692	39649279
1787125011674028248	37126143
1787125011779813732	49709055
1787125011867696630	41746431
1787125012013300679	41811967
1787125012094719289	38862847
1787125012239462741	49381375
1787125012346539146	36601855
1787125012431416623	39944191
1787125012537519067	42270719
1787125012641543764	41877503
1787125012744859287	35586047
1787125012826866873	36962303
1787125012933741530	39976959
1787125013042507025	30965759
1787125013125506428	37027839
1787125013251317844	39256063
1787125013353526856	41943039
1787125013437339172	27344895
1787125013523507007	35454975
1787125013604334797	42270719
1787125013732118280	42270719
1787125013833222066	39485439
1787125013915032635	40206335
1787125014016052462	40271871
1787125014097996385	39288831
1787125014180561616	42336255
1787125014302720462	40468479
1787125014403829908	40501247
1787125014525719813	40402943
1787125014627033379	42532863
1787125014710116676	30900223
1787125014792299683	42467327
1787125014894108964	42500095
1787125014995323487	38305791
1787125015339231605	50364415
1787125015420861403	33947647
1787125015523351787	40796159
1787125015607165967	36765695
1787125015709911750	40894463
1787125015793527408	42926079
1787125015915156040	42991615
1787125015996470775	38764543
1787125016118885040	50266111
1787125016201873238	37191679
1787125016323408883	43253759
1787125016405077707	41156607
1787125016508725898	43352063
1787125016630006288	38797311
1787125016671827018	41058303
1787125016793129747	36995071
1787125016874573912	37060607
1787125016976847734	49774591
1787125017078606800	39124991
1787125017180894112	43057151
1787125017281868167	36929535
1787125017364420810	40796159
1787125017466989727	39288831
1787125017572533078	36601855
1787125017674497361	43253759
1787125017755902709	39452671
1787125017858523196	41156607
1787125017981456500	43352063
1787125018042036886	43220991
1787125018144729960	42991615
1787125018248718568	41222143
1787125018329657588	36831231
1787125018411342195	50233343
1787125018514065889	39944191
1787125018617179321	42729471
1787125018760517637	42729471
1787125018845044503	34832383
1787125018930505142	42827775
1787125019054371258	42795007
1787125019139813672	41549823
1787125019247710847	41648127
1787125019352541181	42500095
1787125019455531031	39944191
1787125019570286236	42270719
1787125019676530049	29818879
1787125019717280058	42401791
1787125019901944104	42467327
1787125020025574992	40271871
1787125020107183743	40370175
1787125020236804458	49512447
1787125020342203935	42795007
1787125020426762212	42762239
1787125020554836531	40697855
1787125020817962917	42827775
1787125020940556773	42893311
1787125021022715959	40763391
1787125021126933195	43024383
1787125021211493748	37748735
1787125021313256725	37781503
1787125021396236906	43057151
1787125021501576075	42237951
1787125021583529054	43024383
1787125021666078862	50233343
1787125021769564341	42401791
1787125021830307536	37912575
1787125021934537273	37912575
1787125022036819994	43253759
1787125022120678471	35127295
1787125022222659456	41353215
1787125022306540247	43220991
1787125022387587750	42795007
1787125022510510690	41254911
1787125022613739938	41484287
1787125022738685302	42467327
1787125022819994814	36339711
1787125022902432064	42401791
1787125023008309197	41648127
1787125023130671810	42434559
1787125023193730322	50429951
1787125023298551029	43876351
1787125023424776352	43810815
1787125023505797604	36732927
1787125023606985068	43876351
1787125023711007574	42041343
1787125023793525284	36765695
1787125023878589489	43679743
1787125023999962463	38404095
1787125024102523915	43614207
1787125024205148482	38567935
1787125024289446288	42991615
1787125024412192427	38371327
1787125024493248862	50561023
1787125024614843005	43188223
1787125024698392958	29851647
1787125024781968383	43319295
1787125024883159338	38273023
1787125024984575368	43384831
1787125025065694875	43417599
1787125025168515024	43417599
1787125025472778146	50692095
1787125025594231039	43646975
1787125025676852134	43286527
1787125025799546196	43679743
1787125025903541550	43712511
1787125025964232145	37650431
1787125026093550269	43679743
1787125026158520831	43548671
1787125026281549011	44040191
1787125026343305186	43417599
1787125026468916408	43122687
1787125026549925842	43581439
1787125026680316847	42663935
1787125026764536791	51347455
1787125026848277387	38993919
1787125026954536427	38830079
1787125027058349634	44335103
1787125027119304056	42926079
