epoch_ns	iso_time	masters	autoscaling	standby	last_scale	sts_desired	sts_ready	cluster_state	cluster_size	known_nodes	slots_ok	slots_fail	action
1787124888916962457	2026-08-19T07:34:48.923486969Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124896284273340	2026-08-19T07:34:56.291757584Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124903082576522	2026-08-19T07:35:03.084534652Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124910448231292	2026-08-19T07:35:10.458310653Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124917949927842	2026-08-19T07:35:17.954037111Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124925088665116	2026-08-19T07:35:25.095935232Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124932252233924	2026-08-19T07:35:32.265592711Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124939703701225	2026-08-19T07:35:39.715514502Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124946930584140	2026-08-19T07:35:46.937390774Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124953663591582	2026-08-19T07:35:53.665476089Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
1787124960708130215	2026-08-19T07:36:00.718330867Z	3	true	redis-cluster-6	2026-08-16T01:08:21Z	8	8	ok	4	8	16384	0	none
