epoch_ns	iso_time	masters	autoscaling	standby	last_scale	sts_desired	sts_ready	cluster_state	cluster_size	known_nodes	slots_ok	slots_fail	action
1787125930874377884	2026-08-19T07:52:10.876188870Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125936514466523	2026-08-19T07:52:16.516332851Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125942158311649	2026-08-19T07:52:22.160118765Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125947802698081	2026-08-19T07:52:27.804734782Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125953445285078	2026-08-19T07:52:33.447413881Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125959088773513	2026-08-19T07:52:39.090566866Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125964729979081	2026-08-19T07:52:44.731805544Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125970376629978	2026-08-19T07:52:50.378469841Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125976013255499	2026-08-19T07:52:56.015054243Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125981652482621	2026-08-19T07:53:01.654485451Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125987298511787	2026-08-19T07:53:07.300294272Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125992945200254	2026-08-19T07:53:12.947300856Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787125998591145551	2026-08-19T07:53:18.593102438Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126004234838459	2026-08-19T07:53:24.236622876Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126009883463487	2026-08-19T07:53:29.885226699Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126015527043878	2026-08-19T07:53:35.529195414Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126021172447749	2026-08-19T07:53:41.174304256Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126026820853243	2026-08-19T07:53:46.822676187Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126032470013977	2026-08-19T07:53:52.471932395Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126038123836348	2026-08-19T07:53:58.125644469Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126043768044293	2026-08-19T07:54:03.770075717Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126049408393839	2026-08-19T07:54:09.410251424Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126055063481842	2026-08-19T07:54:15.065275312Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126060699803134	2026-08-19T07:54:20.701638870Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126066344411556	2026-08-19T07:54:26.346269773Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126071991269930	2026-08-19T07:54:31.993064955Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126077635550903	2026-08-19T07:54:37.637426745Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126083275758138	2026-08-19T07:54:43.277577938Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126088924749835	2026-08-19T07:54:48.926567386Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126094567494568	2026-08-19T07:54:54.569307072Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126100212955924	2026-08-19T07:55:00.215116831Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126105852482044	2026-08-19T07:55:05.854305291Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126111497402788	2026-08-19T07:55:11.499203174Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126117152852010	2026-08-19T07:55:17.154665692Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126122797279656	2026-08-19T07:55:22.799282232Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126128462572990	2026-08-19T07:55:28.464813375Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126134105180904	2026-08-19T07:55:34.106989883Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126139754176163	2026-08-19T07:55:39.756024582Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126145401234145	2026-08-19T07:55:45.403059790Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126151046445004	2026-08-19T07:55:51.048338424Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126156695726149	2026-08-19T07:55:56.697564076Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126162344696723	2026-08-19T07:56:02.346446614Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126168007233858	2026-08-19T07:56:08.009051703Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126173666123533	2026-08-19T07:56:13.668257579Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126179311787425	2026-08-19T07:56:19.313951331Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126184958754398	2026-08-19T07:56:24.960592318Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126190605647367	2026-08-19T07:56:30.607450928Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126196253941870	2026-08-19T07:56:36.255757844Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126201896100021	2026-08-19T07:56:41.897814200Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126207542714699	2026-08-19T07:56:47.544527672Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126213188090339	2026-08-19T07:56:53.189910643Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126218825692882	2026-08-19T07:56:58.827539157Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126224471646801	2026-08-19T07:57:04.473487399Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126230128627471	2026-08-19T07:57:10.130470088Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126235773993268	2026-08-19T07:57:15.775698543Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126241417033487	2026-08-19T07:57:21.418847698Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126247059073237	2026-08-19T07:57:27.060733002Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126252701471688	2026-08-19T07:57:32.703290864Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126258382463374	2026-08-19T07:57:38.384238050Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126264033305017	2026-08-19T07:57:44.035284801Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126269687638107	2026-08-19T07:57:49.689480634Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126275328469956	2026-08-19T07:57:55.330315104Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126280978705577	2026-08-19T07:58:00.980550072Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126286617612276	2026-08-19T07:58:06.619383950Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126292261625125	2026-08-19T07:58:12.263431808Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126297904438444	2026-08-19T07:58:17.906303213Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126303558793311	2026-08-19T07:58:23.560609435Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126309212445132	2026-08-19T07:58:29.214192105Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126314856532321	2026-08-19T07:58:34.858464828Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126320501574883	2026-08-19T07:58:40.503392489Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126326151065438	2026-08-19T07:58:46.152743003Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126331792204941	2026-08-19T07:58:51.794136784Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126337436697425	2026-08-19T07:58:57.438602596Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126343085534251	2026-08-19T07:59:03.087434191Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126348723756739	2026-08-19T07:59:08.725590157Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126354366346374	2026-08-19T07:59:14.368192718Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	8	16384	0	none
1787126360009014410	2026-08-19T07:59:20.010708639Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	9	16384	0	none
1787126365659392131	2026-08-19T07:59:25.661194856Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	9	16384	0	none
1787126371302282377	2026-08-19T07:59:31.304085119Z	4	true	redis-cluster-8	2026-08-19T07:39:18Z	10	10	ok	4	10	16384	0	freeze_completed_scale_at_four
